,Unnamed: 0,url,timestamp,pageType,year,month,day,title,extractedPublicationDate,statusForProject
93,94,blog.predpol.com/predpol-honored-present-noble-conference,20201031164356,blog,2020,10,31,predpol-honored-present-noble-conference,2014-07-13,InScope
94,95,blog.predpol.com/san-diego-union-tribune-newspaper-highlights-predpol,20201031152814,blog,2020,10,31,san-diego-union-tribune-newspaper-highlights-predpol,2013-09-02,InScope
95,96,blog.predpol.com/july-feature-spotlight-crime-type-filter,20181028095411,blog,2018,10,28,july-feature-spotlight-crime-type-filter,2018-07-12,InScope
96,97,blog.predpol.com/are-you-getting-the-most-out-of-your-agencys-data,20190901190117,blog,2019,9,1,are-you-getting-the-most-out-of-your-agencys-data,2019-08-06,InScope
97,98,blog.predpol.com/are-your-recruiting-and-retention-strategies-working-for-you,20190418152839,blog,2019,4,18,are-your-recruiting-and-retention-strategies-working-for-you,2019-01-30,InScope
98,99,blog.predpol.com/new-feature-spotlight-interactive-map-points-of-interest-search-more,20191025182802,blog,2019,10,25,new-feature-spotlight-interactive-map-points-of-interest-search-more,2019-09-03,InScope
99,100,blog.predpol.com/5-common-myths-about-predpol,20190415082539,blog,2019,4,15,5-common-myths-about-predpol,2019-03-05,InScope
100,101,blog.predpol.com/june-feature-spotlight-crime-type-filter,20181028095528,blog,2018,10,28,june-feature-spotlight-crime-type-filter,2018-06-07,InScope
101,102,blog.predpol.com/where-does-data-intersect-with-law-enforcement,20170727021433,blog,2017,7,27,where-does-data-intersect-with-law-enforcement,2017-06-30,InScope
102,103,blog.predpol.com/predpol-named-to-govtech100-list-for-5th-straight-year,20200126151750,blog,2020,1,26,predpol-named-to-govtech100-list-for-5th-straight-year,2020-01-14,InScope
103,104,blog.predpol.com/prop-47-and-crime-rise,20170728200333,blog,2017,7,28,prop-47-and-crime-rise,2015-12-04,InScope
104,105,http://www.predpol.com/governing-magazine-features-santa-cruz-police-and-predpol/,20131112123345,blog,2013,11,12,governing-magazine-features-santa-cruz-police-and-predpol,2013-11-08,InScope
105,106,http://www.predpol.com/alhambra-police-see-double-digit-crime-declines-with-predpol/,20210726021315,blog,2021,7,26,alhambra-police-see-double-digit-crime-declines-with-predpol,2013-05-15,InScope
106,107,http://www.predpol.com/santa-cruz-pds-predpol-adds-tool-for-cops-neighbors/,20160310110608,blog,2016,3,10,santa-cruz-pds-predpol-adds-tool-for-cops-neighbors,2013-08-15,InScope
107,108,http://www.predpol.com/lapd-division-credits-predpol-for-no-crime-day/,20140320165941,blog,2014,3,20,lapd-division-credits-predpol-for-no-crime-day,2014-03-13,InScope
108,109,http://www.predpol.com/predictive-policing-software-featured-in-govtech-magazine/,20210923104916,blog,2021,9,23,predictive-policing-software-featured-in-govtech-magazine,,NotInScope
109,110,http://www.predpol.com/predpol-on-cover-of-law-enforcement-technology-magazine/,20140220120227,blog,2014,2,20,predpol-on-cover-of-law-enforcement-technology-magazine,2013-01-28,InScope
110,111,http://www.predpol.com/harvard-data-smart-city-solutions-features-predpol/,20210923113014,blog,2021,9,23,harvard-data-smart-city-solutions-features-predpol,2013-05-08,InScope
111,112,http://www.predpol.com/agence-france-presse-features-predpol/,0,blog,0,0,0,agence-france-presse-features-predpol,,ArchiveNotFound
112,113,http://www.predpol.com/predicting-crime-successes-are-already-being-seen/,0,blog,0,0,0,predicting-crime-successes-are-already-being-seen,,ArchiveNotFound
113,114,http://www.predpol.com/seattle-police-expand-predpols-technology-citywide/,20130726011238,blog,2013,7,26,seattle-police-expand-predpols-technology-citywide,2013-05-18,InScope
114,115,http://www.predpol.com/predpol-honored-at-city-of-santa-cruz-ceremony/,20130728142332,blog,2013,7,28,predpol-honored-at-city-of-santa-cruz-ceremony,2013-06-27,InScope
115,116,http://www.predpol.com/computerworld-magazine-highlights-predpol-successes/,20131112131515,blog,2013,11,12,computerworld-magazine-highlights-predpol-successes,2013-10-25,InScope
116,117,http://www.predpol.com/atlanta-magazine-highlights-predpol/,20220930164057,blog,2022,9,30,atlanta-magazine-highlights-predpol,,NotInScope
117,118,http://www.predpol.com/predpol-adds-industry-veteran-to-roster/,20201111232959,blog,2020,11,11,predpol-adds-industry-veteran-to-roster,,NotInScope
118,119,http://www.predpol.com/wall-street-journal-features-predpol-arrests-made-during-ride-along/,20131112131635,blog,2013,11,12,wall-street-journal-features-predpol-arrests-made-during-ride-along,2013-10-19,InScope
119,120,http://www.predpol.com/predpol-receives-significant-international-coverage/,20140227194523,blog,2014,2,27,predpol-receives-significant-international-coverage,2013-01-25,InScope
120,121,http://www.predpol.com/predpol-launches-first-of-its-kind-technology-to-predict-gun-violence/,20130728142337,blog,2013,7,28,predpol-launches-first-of-its-kind-technology-to-predict-gun-violence,2013-07-24,InScope
121,122,http://www.predpol.com/national-public-radio-features-seattle-polices-predpol-deployment/,20130921211427,blog,2013,9,21,national-public-radio-features-seattle-polices-predpol-deployment,2013-07-27,InScope
122,123,http://www.predpol.com/cbs-atlanta-features-predpol-deployment/,20170911040555,blog,2017,9,11,cbs-atlanta-features-predpol-deployment,2013-08-20,InScope
123,124,http://www.predpol.com/former-facebook-chief-privacy-officer-joins-predpol-board/,20140320165936,blog,2014,3,20,former-facebook-chief-privacy-officer-joins-predpol-board,2014-02-13,InScope
124,125,http://www.predpol.com/predictive-policing-showing-early-success-in-kent-england/,20130305064318,blog,2013,3,5,predictive-policing-showing-early-success-in-kent-england,2013-02-26,InScope
125,126,http://www.predpol.com/predictive-policing-in-santa-cruz-leads-to-19-percent-drop-in-burglaries/,20131112122158,blog,2013,11,12,predictive-policing-in-santa-cruz-leads-to-19-percent-drop-in-burglaries,2012-07-21,InScope
126,127,http://www.predpol.com/santa-clara-newspaper-features-predpol/,20141014205726,blog,2014,10,14,santa-clara-newspaper-features-predpol,2013-05-03,InScope
127,128,http://www.predpol.com/nbc-and-national-science-foundation-feature-predpol/,20161004153145,blog,2016,10,4,nbc-and-national-science-foundation-feature-predpol,2013-03-09,InScope
128,129,http://www.predpol.com/predpol-slashes-crime-in-north-kent/,20140320115611,blog,2014,3,20,predpol-slashes-crime-in-north-kent,2013-08-15,InScope
129,130,http://www.predpol.com/dr-jeff-brantingham-featured-in-ucla-article-on-predpol/,20141030042908,blog,2014,10,30,dr-jeff-brantingham-featured-in-ucla-article-on-predpol,2013-04-30,InScope
130,131,http://www.predpol.com/norcross-pd-fighting-crime-by-predicting-it-with-predpol/,0,blog,0,0,0,norcross-pd-fighting-crime-by-predicting-it-with-predpol,,ArchiveNotFound
131,132,http://www.predpol.com/piedmont-california-civic-organization-highlights-predpol/,20130728141942,blog,2013,7,28,piedmont-california-civic-organization-highlights-predpol,2013-06-07,InScope
132,133,http://www.predpol.com/predpol-featured-on-ajams-techknow-show/,20160306062834,blog,2016,3,6,predpol-featured-on-ajams-techknow-show,,NotInScope
133,134,http://www.predpol.com/predpol-featured-on-cnn-2/,20131110011619,blog,2013,11,10,predpol-featured-on-cnn-2,2012-07-15,InScope
134,135,http://www.predpol.com/alhambra-police-laud-predpol-successes/,20140320163229,blog,2014,3,20,alhambra-police-laud-predpol-successes,2014-02-12,InScope
135,136,http://www.predpol.com/predpol-scores-high-marks-on-security-tests/,0,blog,0,0,0,predpol-scores-high-marks-on-security-tests,,ArchiveNotFound
136,137,http://www.predpol.com/digital-magazine-the-ascender-features-predpols-norcross-rollout/,20210923115505,blog,2021,9,23,digital-magazine-the-ascender-features-predpols-norcross-rollout,,NotInScope
137,138,http://www.predpol.com/australian-newspaper-features-predpol/,20210726012433,blog,2021,7,26,australian-newspaper-features-predpol,,NotInScope
138,139,http://www.predpol.com/predpol-at-iaca-training-conference/,0,blog,0,0,0,predpol-at-iaca-training-conference,,ArchiveNotFound
139,140,http://www.predpol.com/new-york-times-features-predpol-and-seattle-police/,20130728142827,blog,2013,7,28,new-york-times-features-predpol-and-seattle-police,2013-06-20,InScope
140,141,http://www.predpol.com/uk-magazine-features-predpol/,20210923123246,blog,2021,9,23,uk-magazine-features-predpol,,NotInScope
141,142,http://www.predpol.com/government-technology-magazine-features-predpol-deployment-in-tacoma/,20141104120150,blog,2014,11,4,government-technology-magazine-features-predpol-deployment-in-tacoma,2013-09-25,InScope
142,143,http://www.predpol.com/columbia-south-carolina-launches-predpol/,20130728142757,blog,2013,7,28,columbia-south-carolina-launches-predpol,2013-05-17,InScope
143,144,http://www.predpol.com/french-media-features-predictive-policing/,20140216141948,blog,2014,2,16,french-media-features-predictive-policing,2013-01-30,InScope
144,145,http://www.predpol.com/woodland-police-enlist-predictive-policing/,20200714101348,blog,2020,7,14,woodland-police-enlist-predictive-policing,,NotInScope
145,146,http://www.predpol.com/atlanta-police-chief-george-turner-highlights-predpol-usage/,20140619210455,blog,2014,6,19,atlanta-police-chief-george-turner-highlights-predpol-usage,2014-05-21,InScope
146,147,http://www.predpol.com/whyy-in-philadelphia-highlights-predpol/,20131114022909,blog,2013,11,14,whyy-in-philadelphia-highlights-predpol,2013-10-19,InScope
147,148,http://www.predpol.com/predpol-algorithm-credited-for-reduced-crime/,0,blog,0,0,0,predpol-algorithm-credited-for-reduced-crime,,ArchiveNotFound
148,149,http://www.predpol.com/norcross-police-have-big-first-day-with-predpol/,0,blog,0,0,0,norcross-police-have-big-first-day-with-predpol,,ArchiveNotFound
149,150,http://www.predpol.com/sacbee-online-predpol-results-in-dramatic-crime-reduction/,20140320121403,blog,2014,3,20,sacbee-online-predpol-results-in-dramatic-crime-reduction,2013-10-16,InScope
150,151,http://www.predpol.com/fbi-law-enforcement-magazine-features-predpol/,20210726002658,blog,2021,7,26,fbi-law-enforcement-magazine-features-predpol,,NotInScope
151,152,http://www.predpol.com/tacoma-police-launch-predpol/,20130303013128,blog,2013,3,3,tacoma-police-launch-predpol,2013-02-18,InScope
152,153,http://www.predpol.com/kuam-guam-notes-predpols-role-in-crime-reduction/,0,blog,0,0,0,kuam-guam-notes-predpols-role-in-crime-reduction,,ArchiveNotFound
153,154,http://www.predpol.com/predpol-partners-lapd-foothill-records-day-without-crime/,20140320113552,blog,2014,3,20,predpol-partners-lapd-foothill-records-day-without-crime,2014-02-22,InScope
154,155,http://www.predpol.com/predpol-featured-on-minnesota-public-radio/,20140317223102,blog,2014,3,17,predpol-featured-on-minnesota-public-radio,2012-10-17,InScope
155,156,http://www.predpol.com/predictive-policing-leads-to-large-drop-in-burglaries/,20210213184527,blog,2021,2,13,predictive-policing-leads-to-large-drop-in-burglaries,,NotInScope
156,157,http://www.predpol.com/predpol-hires-new-ceo-continues-scaling/,20140320113546,blog,2014,3,20,predpol-hires-new-ceo-continues-scaling,2014-02-07,InScope
157,158,http://www.predpol.com/predpols-predictive-policing-software-featured-in-the-economist/,20130729121913,blog,2013,7,29,predpols-predictive-policing-software-featured-in-the-economist,2013-07-19,InScope
158,159,http://www.predpol.com/predpol-to-join-lapd-at-foothill-crimefighters-conference/,20130304115506,blog,2013,3,4,predpol-to-join-lapd-at-foothill-crimefighters-conference,2013-02-03,InScope
159,160,http://www.predpol.com/new-canterbury-chief-police-inspector-welcomes-predpol/,20130728142803,blog,2013,7,28,new-canterbury-chief-police-inspector-welcomes-predpol,2013-05-26,InScope
160,161,http://www.predpol.com/predpol-featured-on-the-legal-talk-network/,0,blog,0,0,0,predpol-featured-on-the-legal-talk-network,,ArchiveNotFound
161,162,http://www.predpol.com/alhambra-polices-success-with-predpol-featured-in-international-newspaper/,20210726011000,blog,2021,7,26,alhambra-polices-success-with-predpol-featured-in-international-newspaper,,NotInScope
162,163,http://www.predpol.com/cbs-news-highlights-norcross-predpol-crime-reductions/,20140117142938,blog,2014,1,17,cbs-news-highlights-norcross-predpol-crime-reductions,2013-12-19,InScope
163,164,http://www.predpol.com/cbsfox-affiliate-features-predpol-gun-violence-prediction-tool/,20210726005018,blog,2021,7,26,cbsfox-affiliate-features-predpol-gun-violence-prediction-tool,,NotInScope
164,165,http://www.predpol.com/lauderhill-florida-pd-predpol-deployment-wsvn/,20140619032052,blog,2014,6,19,lauderhill-florida-pd-predpol-deployment-wsvn,2014-05-18,InScope
165,166,http://www.predpol.com/the-creation-of-predpol-the-predictive-policing-company/,20150225163343,blog,2015,2,25,the-creation-of-predpol-the-predictive-policing-company,2012-08-24,InScope
166,167,http://www.predpol.com/thank-you-iaca-crime-analysts/,20210923125523,blog,2021,9,23,thank-you-iaca-crime-analysts,,NotInScope
167,168,http://www.predpol.com/predpol-software-featured-on-security-blog/,20130728142352,blog,2013,7,28,predpol-software-featured-on-security-blog,2012-09-19,InScope
168,169,http://www.predpol.com/san-diego-union-tribune-newspaper-highlights-predpol/,20210726011301,blog,2021,7,26,san-diego-union-tribune-newspaper-highlights-predpol,2013-09-02,InScope
169,170,http://www.predpol.com/kmworld-magazines-features-predpol/,20210923105400,blog,2021,9,23,kmworld-magazines-features-predpol,,NotInScope
170,171,http://www.predpol.com/seattle-police-launch-predpol/,20181103003058,blog,2018,11,3,seattle-police-launch-predpol,,NotInScope
171,172,http://www.predpol.com/richmond-police-use-predpol-to-prevent-crime/,20140320115725,blog,2014,3,20,richmond-police-use-predpol-to-prevent-crime,2013-10-04,InScope
172,173,http://www.predpol.com/santa-cruz-police-join-international-predpol-day-of-action/,0,blog,0,0,0,santa-cruz-police-join-international-predpol-day-of-action,,ArchiveNotFound
173,174,http://www.predpol.com/lapd-pacific-div-creatively-deploys-predpol/,20140619211527,blog,2014,6,19,lapd-pacific-div-creatively-deploys-predpol,2014-05-17,InScope
174,175,http://www.predpol.com/milpitas-police-enlist-predpol-to-reduce-crime/,20140320121634,blog,2014,3,20,milpitas-police-enlist-predpol-to-reduce-crime,2013-09-25,InScope
175,176,http://www.predpol.com/our-hearts-go-out-to-santa-cruz-police/,20130304194253,blog,2013,3,4,our-hearts-go-out-to-santa-cruz-police,2013-02-27,InScope
176,177,http://www.predpol.com/lapd-predicting-crime-with-predpol-kqed-california-report/,20140320120336,blog,2014,3,20,lapd-predicting-crime-with-predpol-kqed-california-report,2013-09-08,InScope
177,178,http://www.predpol.com/it-world-canada-features-predpol/,20131112121928,blog,2013,11,12,it-world-canada-features-predpol,2013-10-28,InScope
178,179,http://www.predpol.com/washington-post-highlights-predpol-in-predictive-analytics-story/,20130304120403,blog,2013,3,4,washington-post-highlights-predpol-in-predictive-analytics-story,2013-02-19,InScope
